intentType,obs_collection,provenance_name,instrument_name,project,filters,wave_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,wave_min,wave_max,distance
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_b000000133_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.924402072 41.511019234 10.92452338 41.511019234 10.92452338 41.510747023 10.924402072 41.510747023,mast:JWST/product/jw04735-o001_b000000133_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_b000000133_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686858,810.0,5000.0,1085.3841765037885
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000001304_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.901228405 41.523176512 10.901348757 41.523176512 10.901348757 41.5229024 10.901228405 41.5229024,mast:JWST/product/jw04735-o001_s000001304_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000001304_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686898,810.0,5000.0,1085.8347993364946
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000095548_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.923647612 41.512129308 10.923768928 41.512129308 10.923768928 41.511856909 10.923647612 41.511856909,mast:JWST/product/jw04735-o001_s000095548_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000095548_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686787,810.0,5000.0,1087.3800695691027
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000003684_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.918382832 41.516215779 10.918504029 41.516215779 10.918504029 41.515942615 10.918382832 41.515942615,mast:JWST/product/jw04735-o001_s000003684_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000003684_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686885,810.0,5000.0,1090.954782335668
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000097242_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,14005.332000000004,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.922102402 41.514644338 10.92228447 41.514644338 10.92228447 41.514234873 10.922102402 41.514234873,mast:JWST/product/jw04735-o001_s000097242_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000097242_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686867,810.0,5000.0,1091.819159347539
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000101617_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,21007.998000000007,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.950712978 41.500141121 10.950835593 41.500141121 10.950835593 41.499870143 10.950712978 41.499870143,mast:JWST/product/jw04735-o001_s000101617_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000101617_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686905,810.0,5000.0,1099.3215321835646
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000106499_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,14005.332000000004,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.95324443 41.498592505 10.953367137 41.498592505 10.953367137 41.498321712 10.95324443 41.498321712,mast:JWST/product/jw04735-o001_s000106499_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000106499_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686686,810.0,5000.0,1099.6124701966992
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000100143_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,21007.998000000007,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.951900251 41.499539429 10.952022917 41.499539429 10.952022917 41.499268516 10.951900251 41.499268516,mast:JWST/product/jw04735-o001_s000100143_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000100143_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686713,810.0,5000.0,1099.7871445865878
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000097603_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,21007.998000000007,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.951305398 41.500298391 10.95142807 41.500298391 10.95142807 41.500027353 10.951305398 41.500027353,mast:JWST/product/jw04735-o001_s000097603_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000097603_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686854,810.0,5000.0,1100.7954544608758
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000112353_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.951833518 41.501235331 10.95195629 41.501235331 10.95195629 41.500964106 10.951833518 41.500964106,mast:JWST/product/jw04735-o001_s000112353_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000112353_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686796,810.0,5000.0,1104.2764617348905
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_b000000277_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.951708482 41.501421355 10.951831249 41.501421355 10.951831249 41.50115013 10.951708482 41.50115013,mast:JWST/product/jw04735-o001_b000000277_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_b000000277_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686803,810.0,5000.0,1104.562296540894
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000096982_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,21007.998000000007,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.951018948 41.502796635 10.951203175 41.502796635 10.951203175 41.502389372 10.951018948 41.502389372,mast:JWST/product/jw04735-o001_s000096982_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000096982_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686710,810.0,5000.0,1106.7294292219085
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_b000000040_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.954489095 41.500417503 10.954612029 41.500417503 10.954612029 41.500146277 10.954489095 41.500146277,mast:JWST/product/jw04735-o001_b000000040_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_b000000040_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686729,810.0,5000.0,1106.761622017196
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000096212_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.954675635 41.50082915 10.954798615 41.50082915 10.954798615 41.500557833 10.954675635 41.500557833,mast:JWST/product/jw04735-o001_s000096212_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000096212_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686829,810.0,5000.0,1108.2071181937606
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000100228_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,14005.332000000004,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.951266975 41.503345138 10.951451306 41.503345138 10.951451306 41.50293766 10.951266975 41.50293766,mast:JWST/product/jw04735-o001_s000100228_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000100228_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686824,810.0,5000.0,1108.6632138603036
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000094949_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,14005.332000000004,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.958553818 41.498795899 10.958676958 41.498795899 10.958676958 41.498524787 10.958553818 41.498524787,mast:JWST/product/jw04735-o001_s000094949_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000094949_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686789,810.0,5000.0,1109.6687406613883
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000001210_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,7002.666,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.921711323 41.520902011 10.921833094 41.520902011 10.921833094 41.520627596 10.921711323 41.520627596,mast:JWST/product/jw04735-o001_s000001210_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000001210_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686915,810.0,5000.0,1109.9017103976223
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000102425_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,21007.998000000007,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.955018307 41.501356918 10.955141353 41.501356918 10.955141353 41.501085479 10.955018307 41.501085479,mast:JWST/product/jw04735-o001_s000102425_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000102425_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686894,810.0,5000.0,1110.2447339009345
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000098662_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,21007.998000000007,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.951575592 41.504950598 10.95176013 41.504950598 10.95176013 41.504542626 10.951575592 41.504542626,mast:JWST/product/jw04735-o001_s000098662_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000098662_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686893,810.0,5000.0,1113.5968940832142
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000097265_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,21007.998000000007,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.959240047 41.499983928 10.959424985 41.499983928 10.959424985 41.499576843 10.959240047 41.499576843,mast:JWST/product/jw04735-o001_s000097265_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000097265_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686696,810.0,5000.0,1113.7241136312282
science,JWST,CALJWST,NIRSPEC/MSA,JWST,F100LP;G140H,INFRARED,M31-Phase2-MSA-Catalog-1,,jw04735-o001_s000099931_nirspec_f100lp-g140h,10.940401666666666,41.52950555555555,spectrum,"Sandford, Nathan Ross",3,60874.44666417824,60874.746348368055,21007.998000000007,INFRARED,810.0,5000.0,A Closer Look at the Formation and Evolution of M31s Inner Disk,61240.12429397,4735,GO,,POLYGON 10.965001797 41.495970843 10.965125243 41.495970843 10.965125243 41.495699916 10.965001797 41.495699916,mast:JWST/product/jw04735-o001_s000099931_nirspec_f100lp-g140h_cal.jpg,mast:JWST/product/jw04735-o001_s000099931_nirspec_f100lp-g140h_s2d.fits,EXCLUSIVE_ACCESS,False,,298686782,810.0,5000.0,1113.8838708713874
